0,3624,1456,3729
1,0,1456,3729
2,0,1456,3729
3,0,1456,3729
4,0,1456,3729
5,3666,1456,3729
6,3617,1456,3729
7,0,1456,0
8,0,1456,0
9,0,1456,0
10,0,1456,0
11,0,1456,3794
12,0,1456,0
13,0,1456,0
14,0,1456,0
15,0,1456,0
16,0,0,3764
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,3721,1635,3883
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,3682,0,0
27,3678,0,4096
28,0,0,0
29,0,0,0
30,0,1517,0
31,0,1553,0
32,0,0,3651
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,3660,1516,3718
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,1663,0
43,3788,0,3753
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,3574,1518,0
49,0,0,3603
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,3493,1487,3492
55,3864,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,3668,1589,2991
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,4224,0,0
66,0,0,0
67,0,0,0
68,0,1094,0
69,0,1069,0
70,3855,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,3397,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,2941,0,3952
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,2857,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,2432,4156
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,2882,0,4213
98,0,3025,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,2997,0,0
104,0,2175,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,4156,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,4117
120,0,2424,0
121,0,0,0
122,0,0,0
123,0,0,0
124,3348,0,0
125,0,2459,0
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,4423
130,0,0,0
131,0,2214,0
132,0,0,0
133,0,0,0
134,3863,0,0
135,0,0,0
136,0,2211,0
137,0,0,0
138,0,0,0
139,0,0,0
140,2667,0,4981
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,5146
147,0,0,0
148,0,3846,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,4995
154,0,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,5119
159,0,8094,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,0,5009
164,0,0,0
165,0,0,0
166,0,5608,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,2274,6567,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,1758,0,0
182,0,0,0
183,0,0,0
184,0,0,5179
185,0,0,0
186,1908,5063,0
187,1919,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,1911,0,0
194,0,0,4933
195,0,0,4919
196,0,0,0
197,0,7156,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,5008
206,0,0,0
207,0,0,0
208,0,0,0
209,1954,0,0
210,0,0,0
211,0,0,5057
212,0,0,0
213,0,0,0
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,5014
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,1949,0,5002
228,0,0,0
229,0,0,0
230,0,0,0
