C,18:08:21.901861,0.04
A,18:08:23.778190,5.73
A,18:08:24.224622,0.45
A,18:08:24.269465,0.04
A,18:08:24.313789,0.04
B,18:08:24.317998,5.04
A,18:08:24.343998,0.03
B,18:08:24.344558,0.03
B,18:08:24.376524,0.03
B,18:08:24.430064,0.05
B,18:08:24.498635,0.07
B,18:08:24.527202,0.03
B,18:08:24.561338,0.03
B,18:08:24.600414,0.04
B,18:08:24.640903,0.04
C,18:08:27.278704,5.38
A,18:08:29.372320,5.03
A,18:08:29.407921,0.04
B,18:08:29.725801,5.08
B,18:08:29.783097,0.06
A,18:08:34.445256,5.04
A,18:08:34.473930,0.03
A,18:08:34.507628,0.03
A,18:08:34.539318,0.03
A,18:08:34.564439,0.03
A,18:08:34.590639,0.03
C,18:08:37.712935,10.43
C,18:08:37.742813,0.03
C,18:08:37.809554,0.07
C,18:08:37.841465,0.03
A,18:08:39.630938,5.04
B,18:08:39.829951,10.05
B,18:08:39.859677,0.03
C,18:08:42.886480,5.05
C,18:08:42.918837,0.03
A,18:08:44.670465,5.04
B,18:08:44.896030,5.04
C,18:08:47.955041,5.04
C,18:08:47.985614,0.03
C,18:08:48.011905,0.03
C,18:08:48.047043,0.04
C,18:08:48.095674,0.05
A,18:08:49.707127,5.04
A,18:08:49.735265,0.03
A,18:08:49.764683,0.03
A,18:08:49.798600,0.03
A,18:08:49.826987,0.03
A,18:08:49.855483,0.03
A,18:08:49.886710,0.03
B,18:08:49.930841,5.03
C,18:08:53.684723,5.59
C,18:08:53.716884,0.03
C,18:08:53.768320,0.05
C,18:08:53.808929,0.04
C,18:08:53.865116,0.06
B,18:08:55.217394,5.29
A,18:08:55.255451,5.37
A,18:08:55.284372,0.03
C,18:08:58.897804,5.03
B,18:09:00.255163,5.04
B,18:09:00.292034,0.04
B,18:09:00.321428,0.03
A,18:09:00.322707,5.04
C,18:09:04.432870,5.54
C,18:09:04.463212,0.03
A,18:09:05.660463,5.34
A,18:09:05.691395,0.03
B,18:09:05.727274,5.41
B,18:09:05.780558,0.05
B,18:09:05.813743,0.03
C,18:09:09.503132,5.04
B,18:09:10.842793,5.03
A,18:09:11.197154,5.51
A,18:09:11.228330,0.03
A,18:09:11.259302,0.03
A,18:09:11.305124,0.05
A,18:09:11.332718,0.03
A,18:09:11.360381,0.03
A,18:09:11.397268,0.04
A,18:09:11.451160,0.05
A,18:09:11.484744,0.03
A,18:09:11.532909,0.05
A,18:09:11.562261,0.03
A,18:09:11.596337,0.03
A,18:09:11.626201,0.03
C,18:09:14.533634,5.03
C,18:09:14.605264,0.07
C,18:09:14.636807,0.03
C,18:09:14.691028,0.05
A,18:09:16.653900,5.03
A,18:09:16.683332,0.03
A,18:09:16.737546,0.05
A,18:09:16.766076,0.03
A,18:09:16.798018,0.03
A,18:09:16.838764,0.04
A,18:09:16.868112,0.03
A,18:09:16.899795,0.03
B,18:09:21.330690,10.49
B,18:09:21.369941,0.04
A,18:09:22.253733,5.35
A,18:09:22.287192,0.03
A,18:09:22.315139,0.03
A,18:09:22.347368,0.03
A,18:09:22.379230,0.03
A,18:09:22.405764,0.03
A,18:09:22.439516,0.03
C,18:09:24.740313,10.05
B,18:09:26.862509,5.49
B,18:09:26.909898,0.05
B,18:09:26.951821,0.04
B,18:09:26.976513,0.02
B,18:09:27.013756,0.04
B,18:09:27.042322,0.03
B,18:09:27.092954,0.05
B,18:09:27.129935,0.04
A,18:09:32.491216,10.05
B,18:09:32.701499,5.57
C,18:09:34.777506,10.04
C,18:09:34.812282,0.03
C,18:09:34.841668,0.03
B,18:09:37.739225,5.04
B,18:09:37.775139,0.04
B,18:09:37.813446,0.04
B,18:09:37.855425,0.04
B,18:09:37.880660,0.03
A,18:09:37.916645,5.43
A,18:09:37.948697,0.03
A,18:09:37.981552,0.03
C,18:09:39.878443,5.04
C,18:09:39.909495,0.03
B,18:09:42.929519,5.05
B,18:09:42.959179,0.03
A,18:09:43.018048,5.04
A,18:09:43.049965,0.03
A,18:09:43.078725,0.03
A,18:09:43.120421,0.04
A,18:09:43.154520,0.03
C,18:09:45.293495,5.38
C,18:09:45.320433,0.03
A,18:09:48.194833,5.04
B,18:09:48.364004,5.40
C,18:09:50.352194,5.03
C,18:09:50.396091,0.04
C,18:09:50.439883,0.04
C,18:09:50.475913,0.04
B,18:09:53.398156,5.03
A,18:09:53.592468,5.40
C,18:09:55.515126,5.04
A,18:09:58.630041,5.04
C,18:10:00.961025,5.45
B,18:10:03.444688,10.05
B,18:10:03.480118,0.04
B,18:10:03.509602,0.03
A,18:10:03.666104,5.04
B,18:10:08.546264,5.04
B,18:10:08.581835,0.04
B,18:10:08.616810,0.03
A,18:10:08.706172,5.04
C,18:10:11.013641,10.05
C,18:10:11.049863,0.04
B,18:10:14.167253,5.55
B,18:10:14.190856,0.02
B,18:10:14.218883,0.03
C,18:10:16.321398,5.27
A,18:10:18.742924,10.04
A,18:10:18.784938,0.04
A,18:10:18.857121,0.07
A,18:10:18.885008,0.03
B,18:10:19.706790,5.49
B,18:10:19.741468,0.03
B,18:10:19.772363,0.03
B,18:10:19.802206,0.03
B,18:10:19.830187,0.03
B,18:10:19.855844,0.03
B,18:10:19.907148,0.05
B,18:10:19.940406,0.03
A,18:10:23.921825,5.04
B,18:10:25.687042,5.75
B,18:10:25.856434,0.17
C,18:10:26.366110,10.04
A,18:10:29.221571,5.30
B,18:10:31.372267,5.52
C,18:10:31.400529,5.03
B,18:10:31.405651,0.03
C,18:10:31.435007,0.03
B,18:10:31.438421,0.03
B,18:10:31.471023,0.03
A,18:10:34.261209,5.04
A,18:10:34.300167,0.04
C,18:10:36.465038,5.03
A,18:10:39.337347,5.04
A,18:10:39.379531,0.04
C,18:10:41.510882,5.05
B,18:10:41.517304,10.05
C,18:10:41.542028,0.03
B,18:10:41.555885,0.04
C,18:10:41.579709,0.04
A,18:10:44.404235,5.02
A,18:10:44.428693,0.02
A,18:10:44.457002,0.03
B,18:10:46.593576,5.04
C,18:10:46.629481,5.05
B,18:10:46.658650,0.07
C,18:10:46.734368,0.10
B,18:10:46.767677,0.11
B,18:10:46.813303,0.05
A,18:10:49.834677,5.38
B,18:10:52.264859,5.45
B,18:10:52.375599,0.11
B,18:10:52.416078,0.04
A,18:10:54.873695,5.04
C,18:10:57.180789,10.45
C,18:10:57.213319,0.03
B,18:10:57.452586,5.04
A,18:10:59.958718,5.09
B,18:11:02.490064,5.04
B,18:11:02.552261,0.06
B,18:11:02.599489,0.05
B,18:11:02.629749,0.03
B,18:11:02.666925,0.04
B,18:11:02.720036,0.05
B,18:11:02.757631,0.04
A,18:11:04.994602,5.04
A,18:11:05.038290,0.04
C,18:11:07.262610,10.05
B,18:11:08.334829,5.58
B,18:11:08.575635,0.24
A,18:11:10.389116,5.35
C,18:11:12.300352,5.04
B,18:11:13.612637,5.04
C,18:11:17.369821,5.07
B,18:11:18.643824,5.03
A,18:11:20.832435,10.44
A,18:11:20.900731,0.07
B,18:11:24.181662,5.54
B,18:11:24.266266,0.08
B,18:11:24.299703,0.03
B,18:11:24.360125,0.06
B,18:11:24.388159,0.03
B,18:11:24.429832,0.04
B,18:11:24.463492,0.03
A,18:11:25.934978,5.03
A,18:11:25.995897,0.06
A,18:11:26.027099,0.03
A,18:11:26.055503,0.03
