17:00:28.607292,A,487
17:00:28.684577,A,524
17:00:28.718337,A,510
17:00:28.750265,A,494
17:00:28.777149,A,495
17:00:28.838021,A,476
17:00:28.869795,A,424
17:00:28.900587,A,430
17:00:28.980791,A,513
17:00:29.018432,A,522
17:00:29.050596,A,574
17:00:34.789279,A,530
17:00:34.956210,A,506
17:00:34.997446,A,540
17:00:40.036518,A,544
17:00:40.064507,A,450
17:00:40.090043,A,412
17:00:40.124140,A,454
17:00:40.162011,A,430
17:00:40.196409,A,454
17:00:40.239996,A,426
17:00:40.319259,A,463
17:00:40.352225,A,432
17:00:40.380131,A,440
